Local code,Reagent name,CAS number,Chemical category,Location,Observation,Available quantity,Total quantity,Container size
X-11,ANTRACENO,120-12-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,30 g,30 g,Pequeño-medio
X-12,PARAFINA LIQUIDA,8042-47-5,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,82.50 mL,100 mL,Mediano
X-13,"1,2-DIBROMOETANO",106-93-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0.55 kg,1 kg,Grande
X-14,"1,4-DIBROMOBENCENO",106-37-6,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,16.50 g,100 g,Mediano
X-15,"1-CLORO-2,4-DINITROBENCENO",97-00-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0.88 kg,1 kg,Grande
X-16,"1-CLORO-2,3-EPOXIPROPANO",106-89-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,220.00 mL,250 mL,Grande
X-17,"1,6-DIBROMOHEXANO",629-03-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,50 mL,50 mL,Mediano
X-19,"1,2-DIBROMOTETRACLOROETANO",630-25-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,49.50 g,100 g,Mediano
X-2,DECAHIDRONAFTALENO,91-17-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0.82 L,1 L,Muy grande
X-2,DECAHIDRONAFTALENO,91-17-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,33 g,100 g,Mediano
X-2,DECAHIDRONAFTALENO,91-17-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,20.62 mL,25 mL,Pequeño-medio
X-20,"1,8-DIAZABICICLO[5.4.0]-UNDEC-7-ENO",6674-22-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,88.00 g,100 g,Mediano
X-20,"1,8-DIAZABICICLO[5.4.0]-UNDEC-7-ENO",6674-22-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,36.67 g,100 g,Mediano
X-20,"1,8-DIAZABICICLO[5.4.0]-UNDEC-7-ENO",6674-22-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,9.17 g,25 g,Pequeño-medio
X-21,UNDECANO,1120-21-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,24.75 mL,100 mL,Mediano
X-22,FENANTRENO,85-01-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,5 g,5 g,Pequeño
X-23,4-BROMOBIFENILO,92-66-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,1.80 g,10 g,Pequeño
X-24,"1,3,5-TRIBROMOBENCENO",626-39-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,12.38 g,25 g,Mediano
X-24,"1,3,5-TRIBROMOBENCENO",626-39-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,5.62 g,25 g,Mediano
X-25,BROMOBENCENO,108-86-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,79.20 mL,100 mL,Mediano
X-26,CLORURO DE 2-ETOXIETENIL,63672-11-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,100 mL,100 mL,Mediano
X-27,4-BROMOBENZOTRIFLORURO,402-43-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,8.25 g,25 g,Mediano
X-29,3-BROMO-1-PROPENO,106-95-6,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,9.90 g,100 g,Mediano
X-3,POLIESTIRENO PM:315200,9003-53-6,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,500 g,500 g,Grande
X-3,POLIESTIRENO PM:315200,9003-53-6,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,2 g,10 g,Pequeño
X-30,1-BROMO-4-CLOROBENCENO,106-39-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,33.00 g,100 g,Mediano
X-31,(TRIMETILSILIL)ACETILENO,1066-54-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,12.38 g,25 g,Mediano
X-35,TETRACLOROETILENO,127-18-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,440.00 g,500 g,Grande
X-36,AZUL DE METILENO,61-73-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,16.50 g,25 g,Mediano
X-36,AZUL DE METILENO,61-73-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,12.38 g,25 g,Mediano
X-38,MONOCLORURO DE YODO,7790-99-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,79.20 g,100 g,Pequeño
X-39,CLOROBENCENO,108-90-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0.79 L,1 L,Muy grande
X-4,POLIESTIRENO PM:152100,9003-53-6*,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,700 g,700 g,Grande
X-41,HEXAFLUOROBENCENO,392-56-3,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,24.75 g,50 g,Mediano
X-42,"1-BROMO-3,5-DIFLUOROBENCENO",461-96-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,12.38 g,25 g,Pequeño
X-43,PIRENO,129-00-0,Halogenados e hidrocarburos,ESTANTE METALICO BAJO LLAVE,,16.50 g,25 g,Mediano
X-44,BROMURO DE 2-NITROBENCILO,3958-60-9,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,15 mL,70 mL,Mediano
X-44,BROMURO DE 2-NITROBENCILO,3958-60-9,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,1.65 g,5 g,Pequeño
X-45,"1,4-DIYODOBENCENO",624-38-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,6.19 g,25 g,Mediano
X-46,INDIGO CARMIN,860-22-0,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,4.95 g,10 g,Pequeño
X-47,"4-BROMO-2,6-DICLOROANILINA",697-88-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,4.95 g,25 g,Pequeño-medio
X-48,11-BROMO-1-UNDECENO,7766-50-9,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,2.48 g,25 g,Pequeño-medio
X-49,FENOL,108-95-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,10 g,25 g,Pequeño
X-50,2-(2'-CLOROETOXI)ETANOL,628-89-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,6.19 g,25 g,Pequeño-medio
X-51,BUTILCLOROFORMIATO,592-34-7,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,123.75 mL,250 mL,Medio-grande
X-52,ETILCLOROFORMIATO,541-41-3,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,100 mL,100 mL,Mediano
X-52,ETILCLOROFORMIATO,541-41-3,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0 mL,100 mL,Mediano
X-52,ETILCLOROFORMIATO,541-41-3,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,0 mL,100 mL,Muy grande
X-52,ETILCLOROFORMIATO,541-41-3,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,100 mL,100 mL,Mediano
X-6,BROMURO DE 4-NITROFENETILO,5339-26-4,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,2.48 g,5 g,Pequeño
X-7,1-CLORONAFTALENO,90-13-1,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,2.48 g,5 g,Muy pequeño
X-8,"1,2,4,5-TETRABROMOBENCENO",636-28-2,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,3.30 g,10 g,Pequeño-medio
X-9,TRANS-ESTILBENO,645-49-8,Halogenados e hidrocarburos,ESTANTE MADERA GRANDE,NULL,60 g,60 g,Mediano
Zn-01,ACETATO DE ZINC,5970-45-6,Compuestos de zinc,ESTANTE MADERA GRANDE,"El frasco 2 es un recipiente reciclado de conservas, el frasco 3 muestra un etiquetado con +97% de pureza y manifiesta que es la sal dihidratada.",40 g,80 g,Mediano
Zn-01,ACETATO DE ZINC,5970-45-6,Compuestos de zinc,ESTANTE MADERA GRANDE,"El frasco 2 es un recipiente reciclado de conservas, el frasco 3 muestra un etiquetado con +97% de pureza y manifiesta que es la sal dihidratada.",88.00 g,100 g,Mediano
Zn-01,ACETATO DE ZINC,5970-45-6,Compuestos de zinc,ESTANTE MADERA GRANDE,"El frasco 2 es un recipiente reciclado de conservas, el frasco 3 muestra un etiquetado con +97% de pureza y manifiesta que es la sal dihidratada.",24.75 g,250 g,Medio-grande
Zn-02,OXIDO DE ZINC,1314-13-2,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,55.00 g,100 g,Mediano
Zn-03,CLORURO DE ZINC(II),7646-85-7,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,165.00 g,500 g,Grande
Zn-04,ZINC METALICO,7440-66-6,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,5 lb,5 lb,Gigante
Zn-05,ZINC EN PELLETS,7440-66-6*,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,150 g,150 g,Pequeño
Zn-05,ZINC EN PELLETS,7440-66-6*,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,150 g,150 g,Pequeño
Zn-06,ZINC EN POLVO,7440-66-6**,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,150 g,150 g,Pequeño-medio
Zn-07,NITRATO DE ZINC HEXAHIDRATADO,6484-52-2,Compuestos de zinc,ESTANTE MADERA GRANDE,NULL,175.00 g,500 g,Muy grande
